transaction_id,amount,transaction_type,merchant_category,customer_age,card_type,country,hour,device,is_fraud
TXN104110,,online,entertainment,,credit,india,4,mobile,1
TXN104111,,pos,entertainment,40.0,credit,india,-2,web,0
TXN104112,,ATM,food,3.0,Debit,USA,-3,POS,1
TXN104113,1210.56,ONLINE,food,4.0,Debit,India,30,mobile,1
TXN104114,,ONLINE,entertainment,4.0,Debit,Canada,26,web,1
TXN104115,86.3,online,travel,,debit,UK,-4,POS,0
TXN104116,abc,Online,Electronics,7.0,CREDIT,USA,26,web,1
TXN104117,14014.14,Online,groceries,91.0,debit,UAE,25,mobile,1
TXN104118,abc,online,Travel,3.0,Debit,UAE,3,mobile,1
TXN104119,7704.05,online,Travel,66.0,Debit,India,29,,1
TXN104120,,POS,travel,91.0,CREDIT,india,4,,1
TXN104121,,ONLINE,Travel,89.0,Credit,UK,15,mobile,0
TXN104122,abc,Online,food,89.0,Credit,UK,-5,mobile,0
TXN104123,13912.96,Online,grocry,,credit,india,29,web,1
TXN104124,,POS,Electronics,25.0,CREDIT,India,16,,0
TXN104125,224.09,POS,Travel,6.0,debit,India,-3,,1
TXN104126,,ONLINE,Travel,,CREDIT,india,30,,0
TXN104127,,Online,groceries,92.0,Debit,usa,8,,0
TXN104128,,pos,entertainment,44.0,debit,Canada,0,mobile,1
TXN104129,abc,ONLINE,grocry,20.0,Debit,canada,19,POS,0
TXN104130,834.44,POS,grocry,9.0,Debit,UAE,0,,1
TXN104131,abc,POS,electronics,59.0,debit,USA,11,,0
TXN104132,,pos,groceries,88.0,Credit,canada,17,,0
TXN104133,,online,groceries,3.0,Credit,UAE,24,,1
TXN104134,,ONLINE,electronics,25.0,Credit,india,28,mobile,0
TXN104135,12128.26,online,entertainment,85.0,debit,India,28,,1
TXN104136,1144.08,ATM,grocry,9.0,CREDIT,USA,-3,POS,1
TXN104137,931.0,Online,grocry,,credit,UAE,6,web,0
TXN104138,540.03,ONLINE,travel,,CREDIT,UAE,30,,0
TXN104139,abc,Online,food,53.0,CREDIT,Canada,26,mobile,0
TXN104140,1169.16,POS,travel,95.0,CREDIT,india,1,,1
TXN104141,1081.06,Online,grocry,,debit,UK,27,web,0
TXN104142,abc,ONLINE,travel,40.0,debit,UAE,15,mobile,0
TXN104143,5077.68,online,food,5.0,debit,usa,0,POS,1
TXN104144,abc,ONLINE,electronics,4.0,CREDIT,India,-3,web,1
TXN104145,,pos,Electronics,3.0,CREDIT,USA,-4,POS,1
TXN104146,978.31,Online,Electronics,51.0,Credit,UAE,-3,,0
TXN104147,6403.84,online,electronics,85.0,credit,UK,6,web,1
TXN104148,,ATM,Electronics,5.0,CREDIT,USA,-4,,1
TXN104149,,POS,travel,91.0,Debit,canada,26,mobile,0
TXN104150,abc,ATM,grocry,95.0,CREDIT,Canada,25,web,0
TXN104151,9980.01,POS,Travel,5.0,credit,canada,-2,web,1
TXN104152,369.57,pos,grocry,24.0,debit,UK,-1,,0
TXN104153,abc,ATM,grocry,,CREDIT,india,15,web,0
TXN104154,abc,pos,groceries,88.0,credit,India,-4,,0
TXN104155,10652.7,ONLINE,Travel,86.0,Debit,UK,4,,1
TXN104156,,online,Travel,,CREDIT,canada,26,,0
TXN104157,abc,ONLINE,grocry,,Debit,India,-1,web,0
TXN104158,abc,ATM,Electronics,88.0,Credit,USA,24,mobile,0
TXN104159,,POS,travel,,Debit,UAE,-4,mobile,0
TXN104160,,pos,travel,2.0,debit,UAE,28,,1
TXN104161,abc,Online,entertainment,90.0,credit,usa,-1,,0
TXN104162,803.64,online,entertainment,36.0,CREDIT,UK,4,POS,1
TXN104163,14854.3,pos,Travel,9.0,debit,USA,24,web,1
TXN104164,11834.91,online,grocry,1.0,CREDIT,canada,1,,1
TXN104165,,Online,food,86.0,credit,usa,-1,,0
TXN104166,7685.55,ATM,Travel,70.0,Credit,Canada,-5,POS,1
TXN104167,11531.28,Online,Travel,,debit,usa,26,POS,1
TXN104168,6757.23,Online,travel,85.0,Debit,India,-5,web,1
TXN104169,7258.03,POS,travel,63.0,credit,India,16,POS,1
TXN104170,,Online,travel,,credit,USA,-2,mobile,0
TXN104171,abc,pos,Electronics,95.0,debit,USA,-2,,0
TXN104172,,POS,entertainment,10.0,Credit,india,-2,web,1
TXN104173,,online,Electronics,7.0,Debit,canada,-3,POS,1
TXN104174,13674.17,POS,Electronics,9.0,debit,usa,-5,POS,1
TXN104175,,ONLINE,food,68.0,CREDIT,canada,-3,POS,0
TXN104176,,ATM,Electronics,43.0,Credit,UK,21,mobile,0
TXN104177,14680.68,online,groceries,8.0,credit,india,27,web,1
TXN104178,750.09,Online,Electronics,6.0,debit,UAE,22,mobile,1
TXN104179,6298.39,pos,electronics,1.0,Credit,UAE,-3,POS,1
TXN104180,abc,online,entertainment,63.0,credit,India,19,web,0
TXN104181,,ATM,travel,4.0,debit,India,2,mobile,1
TXN104182,7181.05,pos,Electronics,,Credit,canada,2,POS,1
TXN104183,abc,ONLINE,food,23.0,Debit,usa,-5,,0
TXN104184,11614.62,pos,electronics,,Debit,Canada,22,web,1
TXN104185,67.65,ATM,grocry,1.0,Credit,UK,29,,1
TXN104186,12403.71,online,grocry,57.0,credit,India,9,POS,1
TXN104187,abc,pos,travel,93.0,Debit,india,15,web,0
TXN104188,10068.92,online,groceries,,credit,usa,0,,1
TXN104189,10781.05,Online,travel,2.0,CREDIT,UK,26,,1
TXN104190,,Online,food,89.0,credit,UAE,30,,0
TXN104191,,POS,entertainment,,Credit,USA,30,,0
TXN104192,553.61,online,grocry,62.0,credit,UK,11,web,0
TXN104193,75.77,POS,food,53.0,CREDIT,UK,16,POS,0
TXN104194,915.28,ONLINE,travel,85.0,credit,india,-1,mobile,0
TXN104195,abc,Online,groceries,5.0,credit,UAE,-1,POS,1
TXN104196,8865.37,Online,travel,2.0,Credit,Canada,17,mobile,1
TXN104197,,online,groceries,88.0,Debit,UK,6,,0
TXN104198,265.02,ATM,Travel,1.0,Credit,canada,-3,mobile,1
TXN104199,abc,Online,travel,2.0,CREDIT,Canada,27,POS,1
TXN104200,11261.96,Online,Electronics,5.0,credit,Canada,17,POS,1
TXN104201,14855.34,ONLINE,groceries,7.0,CREDIT,USA,30,POS,1
TXN104202,abc,Online,entertainment,4.0,credit,UK,29,,1
TXN104203,abc,POS,Travel,1.0,credit,USA,28,POS,1
TXN104204,14536.32,POS,Travel,87.0,debit,Canada,25,POS,1
TXN104205,abc,POS,grocry,58.0,CREDIT,USA,28,web,0
TXN104206,,online,food,58.0,Debit,India,3,POS,1
TXN104207,,Online,electronics,6.0,Credit,UAE,-4,POS,1
TXN104208,,online,electronics,77.0,credit,USA,4,,1
TXN104209,1259.54,pos,Electronics,39.0,Credit,UK,-2,mobile,0
TXN104210,,ONLINE,entertainment,9.0,Credit,Canada,2,web,1
TXN104211,1207.84,ATM,travel,93.0,credit,canada,-4,POS,0
TXN104212,11499.67,POS,food,4.0,credit,Canada,-5,,1
TXN104213,abc,ATM,Electronics,85.0,Credit,india,19,POS,0
TXN104214,10623.5,ATM,food,89.0,Credit,India,21,POS,1
TXN104215,947.85,Online,groceries,21.0,Credit,usa,-5,mobile,0
TXN104216,,pos,food,2.0,CREDIT,india,23,POS,1
TXN104217,,ONLINE,Travel,9.0,Debit,UK,16,,1
TXN104218,124.87,pos,Travel,61.0,debit,India,-2,,0
TXN104219,8432.27,pos,travel,9.0,Debit,UAE,5,web,1
TXN104220,12643.17,POS,groceries,10.0,Credit,UAE,22,,1
TXN104221,10496.41,ONLINE,Travel,1.0,Credit,usa,24,POS,1
TXN104222,973.32,ONLINE,grocry,4.0,debit,India,15,,1
TXN104223,,online,grocry,87.0,credit,canada,-5,,0
TXN104224,abc,POS,Electronics,68.0,Credit,Canada,30,,0
TXN104225,290.52,ONLINE,grocry,,credit,USA,26,web,0
TXN104226,11617.88,pos,food,87.0,credit,india,24,web,1
TXN104227,abc,ATM,entertainment,91.0,Debit,UK,-5,web,0
TXN104228,9750.51,POS,travel,4.0,debit,usa,-5,web,1
TXN104229,84.29,pos,Travel,85.0,Credit,canada,6,mobile,0
TXN104230,abc,POS,travel,95.0,Debit,India,12,POS,0
TXN104231,1418.72,pos,Electronics,,CREDIT,USA,30,,0
TXN104232,,ONLINE,entertainment,88.0,Credit,Canada,12,POS,0
TXN104233,,Online,food,2.0,debit,UAE,-5,mobile,1
TXN104234,,Online,electronics,,debit,Canada,18,POS,0
TXN104235,9791.44,online,travel,,debit,UAE,-5,web,1
TXN104236,abc,Online,food,1.0,credit,USA,14,web,1
TXN104237,1064.45,POS,entertainment,95.0,debit,India,19,,0
TXN104238,1424.4,ATM,food,,debit,India,-5,,0
TXN104239,,pos,Travel,85.0,debit,india,25,web,0
TXN104240,1280.17,POS,food,73.0,Debit,UAE,-4,,0
TXN104241,,ATM,entertainment,,debit,India,11,,0
TXN104242,,ONLINE,Travel,85.0,credit,India,30,,0
TXN104243,abc,Online,electronics,18.0,debit,UAE,29,,0
TXN104244,6236.23,ONLINE,food,,CREDIT,USA,5,web,1
TXN104245,10609.9,Online,electronics,,debit,usa,22,,1
TXN104246,,POS,food,,credit,india,30,web,0
TXN104247,10708.87,ATM,travel,19.0,Credit,canada,-5,POS,1
TXN104248,,ONLINE,electronics,90.0,credit,UAE,-3,web,0
TXN104249,,ONLINE,food,,debit,india,28,mobile,0
TXN104250,1053.98,POS,Electronics,74.0,credit,UAE,-2,,0
TXN104251,5464.82,Online,groceries,91.0,Credit,India,16,POS,1
TXN104252,abc,online,electronics,,Credit,usa,-5,POS,0
TXN104253,1499.83,pos,travel,,CREDIT,india,26,POS,0
TXN104254,abc,POS,Electronics,94.0,credit,UK,28,,0
TXN104255,14727.34,online,Electronics,2.0,credit,canada,3,,1
TXN104256,abc,POS,groceries,,Debit,usa,17,,0
TXN104257,111.84,POS,grocry,,CREDIT,canada,-1,,0
TXN104258,abc,pos,groceries,10.0,debit,UAE,19,,1
TXN104259,abc,Online,travel,,credit,India,-2,web,0
TXN104260,351.87,ONLINE,grocry,,Debit,india,20,POS,0
TXN104261,14431.03,online,groceries,91.0,Debit,canada,-4,,1
TXN104262,5669.67,ONLINE,electronics,86.0,debit,india,-2,web,1
TXN104263,abc,online,Travel,,Credit,usa,5,mobile,0
TXN104264,9581.85,ONLINE,entertainment,,CREDIT,USA,29,web,1
TXN104265,abc,POS,travel,,Credit,india,-2,POS,0
TXN104266,7271.77,POS,Electronics,63.0,CREDIT,USA,17,,1
TXN104267,5448.26,Online,grocry,,credit,india,30,mobile,1
TXN104268,,online,entertainment,10.0,credit,canada,4,POS,1
TXN104269,abc,online,entertainment,93.0,CREDIT,canada,15,mobile,0
TXN104270,13749.12,POS,food,,debit,Canada,23,web,1
TXN104271,,pos,Travel,77.0,credit,USA,-1,web,0
TXN104272,abc,POS,food,95.0,Debit,UAE,3,mobile,1
TXN104273,13292.99,ATM,grocry,5.0,Debit,Canada,-4,,1
TXN104274,abc,ONLINE,Travel,90.0,CREDIT,Canada,30,mobile,0
TXN104275,5503.01,pos,entertainment,93.0,Debit,india,8,web,1
TXN104276,1183.64,pos,Travel,85.0,Credit,usa,28,mobile,0
TXN104277,,POS,entertainment,30.0,CREDIT,India,0,web,1
TXN104278,,POS,groceries,,Debit,UK,-4,mobile,0
TXN104279,,pos,grocry,87.0,Credit,India,28,,0
TXN104280,1173.44,ONLINE,grocry,92.0,Credit,UK,3,mobile,1
TXN104281,abc,ONLINE,travel,37.0,Credit,india,24,mobile,0
TXN104282,586.37,POS,grocry,,Credit,USA,24,POS,0
TXN104283,953.26,POS,Electronics,73.0,CREDIT,USA,-4,mobile,0
TXN104284,429.25,Online,grocry,,Credit,india,-2,POS,0
TXN104285,5326.38,pos,groceries,4.0,Debit,canada,-2,,1
TXN104286,7934.6,POS,Electronics,85.0,Debit,usa,-1,web,1
TXN104287,132.66,ATM,entertainment,86.0,debit,usa,24,web,0
TXN104288,13217.2,ONLINE,food,47.0,CREDIT,canada,8,,1
TXN104289,12339.59,Online,travel,,Debit,canada,29,,1
TXN104290,9906.27,Online,entertainment,5.0,Debit,UK,20,web,1
TXN104291,,online,food,95.0,debit,USA,11,,0
TXN104292,abc,ATM,food,6.0,debit,usa,13,POS,1
TXN104293,1450.24,Online,Travel,87.0,debit,UK,-1,,0
TXN104294,abc,online,travel,86.0,Credit,canada,-2,mobile,0
TXN104295,,ONLINE,Electronics,1.0,CREDIT,UAE,12,POS,1
TXN104296,7179.01,pos,entertainment,,CREDIT,UAE,30,,1
TXN104297,,Online,travel,3.0,debit,india,25,,1
TXN104298,962.45,Online,electronics,87.0,Debit,UAE,28,POS,0
TXN104299,989.79,pos,travel,62.0,Credit,UAE,24,mobile,0
TXN104300,,POS,Electronics,,Debit,india,-5,web,0
TXN104301,,ONLINE,food,,CREDIT,usa,-5,mobile,0
TXN104302,535.47,ATM,entertainment,,debit,USA,-2,web,0
TXN104303,13849.42,ATM,Electronics,,credit,canada,29,mobile,1
TXN104304,abc,POS,electronics,90.0,Credit,Canada,25,mobile,0
TXN104305,,Online,Travel,10.0,CREDIT,USA,-5,POS,1
TXN104306,1184.45,ATM,food,59.0,CREDIT,USA,18,POS,0
TXN104307,320.66,ONLINE,Electronics,,credit,UK,27,,0
TXN104308,606.55,Online,electronics,,CREDIT,canada,21,,0
TXN104309,abc,ONLINE,Electronics,79.0,CREDIT,India,-4,,0
TXN104310,abc,ONLINE,Electronics,8.0,credit,India,-4,,1
TXN104311,abc,POS,food,86.0,CREDIT,canada,17,,0
TXN104312,1470.24,ONLINE,entertainment,,credit,usa,25,,0
TXN104313,abc,ATM,entertainment,92.0,Debit,USA,-2,web,0
TXN104314,14025.05,online,grocry,,Debit,india,12,mobile,1
TXN104315,,ONLINE,travel,91.0,CREDIT,India,24,,0
TXN104316,abc,ONLINE,entertainment,90.0,debit,India,26,,0
TXN104317,,ATM,electronics,,credit,India,25,web,0
TXN104318,,Online,grocry,,Credit,UAE,27,,0
TXN104319,abc,POS,grocry,,CREDIT,India,-5,mobile,0
TXN104320,,ATM,Travel,92.0,debit,India,-3,mobile,0
TXN104321,232.79,POS,electronics,,debit,UK,14,web,0
TXN104322,,Online,entertainment,,Debit,UK,27,,0
TXN104323,1418.84,online,food,,Credit,canada,-5,,0
TXN104324,,online,grocry,10.0,Debit,india,21,,1
TXN104325,417.14,ONLINE,groceries,,CREDIT,UK,17,mobile,0
TXN104326,,pos,Travel,3.0,Credit,USA,-2,,1
TXN104327,abc,ATM,grocry,37.0,credit,USA,6,,0
TXN104328,,Online,grocry,85.0,debit,canada,16,,0
TXN104329,,Online,grocry,23.0,Credit,India,27,POS,0
TXN104330,,ONLINE,groceries,,CREDIT,usa,-2,web,0
TXN104331,254.8,pos,food,73.0,Credit,usa,29,POS,0
TXN104332,,Online,travel,88.0,Debit,usa,22,,0
TXN104333,abc,online,entertainment,88.0,CREDIT,india,-2,,0
TXN104334,,Online,grocry,3.0,Debit,Canada,29,,1
TXN104335,5821.09,Online,grocry,43.0,Debit,UAE,-2,mobile,1
TXN104336,1309.63,ATM,grocry,4.0,credit,USA,29,mobile,1
TXN104337,13945.22,pos,grocry,85.0,Credit,USA,26,mobile,1
TXN104338,6600.78,online,grocry,,CREDIT,canada,-4,mobile,1
TXN104339,abc,ATM,groceries,93.0,credit,USA,26,,0
TXN104340,6867.63,ONLINE,electronics,89.0,credit,canada,-5,,1
TXN104341,11934.25,online,entertainment,95.0,Debit,canada,25,,1
TXN104342,abc,ATM,grocry,36.0,credit,UAE,-3,mobile,0
TXN104343,5770.71,online,groceries,,Debit,USA,16,POS,1
TXN104344,abc,POS,Electronics,27.0,CREDIT,UAE,-4,,0
TXN104345,abc,POS,groceries,3.0,Debit,USA,-3,,1
TXN104346,1429.92,online,entertainment,2.0,debit,USA,5,,1
TXN104347,,Online,entertainment,87.0,credit,USA,5,mobile,0
TXN104348,5132.63,Online,groceries,86.0,Credit,usa,-4,mobile,1
TXN104349,13011.71,online,grocry,9.0,Credit,USA,15,,1
TXN104350,,Online,entertainment,8.0,credit,india,-4,,1
TXN104351,758.97,online,entertainment,,CREDIT,UK,27,mobile,0
TXN104352,abc,Online,Travel,33.0,Credit,Canada,9,,0
TXN104353,abc,ATM,grocry,90.0,CREDIT,UK,-4,POS,0
TXN104354,abc,ONLINE,grocry,9.0,credit,UAE,28,,1
TXN104355,413.8,ONLINE,food,,Credit,Canada,-2,,0
TXN104356,499.24,ATM,entertainment,7.0,CREDIT,India,27,mobile,1
TXN104357,1212.56,ATM,grocry,68.0,Debit,UAE,27,web,0
TXN104358,139.57,ATM,Travel,91.0,Debit,usa,-1,mobile,0
TXN104359,abc,online,food,10.0,credit,canada,24,mobile,1
TXN104360,abc,Online,Travel,,credit,India,29,POS,0
TXN104361,9876.1,ATM,groceries,92.0,Credit,Canada,17,web,1
TXN104362,abc,ATM,Travel,2.0,Credit,usa,29,POS,1
TXN104363,6963.74,Online,travel,88.0,CREDIT,usa,27,,1
TXN104364,,POS,entertainment,85.0,Credit,UAE,28,POS,0
TXN104365,,ATM,food,89.0,CREDIT,India,-4,mobile,0
TXN104366,,POS,food,89.0,credit,canada,28,POS,0
TXN104367,7167.72,POS,Electronics,18.0,credit,UAE,5,,1
TXN104368,817.59,Online,groceries,,CREDIT,UAE,-4,mobile,0
TXN104369,,online,grocry,91.0,credit,canada,18,POS,0
TXN104370,abc,online,travel,8.0,CREDIT,USA,28,POS,1
TXN104371,882.85,POS,Electronics,93.0,CREDIT,canada,-4,mobile,0
TXN104372,13766.5,ONLINE,electronics,2.0,credit,usa,28,mobile,1
TXN104373,abc,online,groceries,27.0,CREDIT,usa,30,,0
TXN104374,abc,POS,electronics,85.0,debit,UAE,-1,POS,0
TXN104375,,ONLINE,Travel,94.0,CREDIT,canada,6,web,0
TXN104376,1406.01,ONLINE,entertainment,,Credit,India,9,mobile,0
TXN104377,1472.76,pos,travel,18.0,Credit,Canada,27,,0
TXN104378,abc,online,travel,,Credit,UAE,24,POS,0
TXN104379,,Online,entertainment,86.0,Credit,Canada,26,POS,0
TXN104380,6653.54,ATM,travel,47.0,credit,UAE,24,mobile,1
TXN104381,8806.01,ONLINE,grocry,41.0,Debit,Canada,19,POS,1
TXN104382,,ONLINE,food,,Debit,Canada,-3,,0
TXN104383,,POS,Travel,7.0,Credit,india,24,POS,1
TXN104384,abc,online,grocry,,Credit,india,5,mobile,0
TXN104385,691.22,pos,travel,5.0,credit,UK,29,,1
TXN104386,,Online,travel,4.0,Credit,USA,-2,,1
TXN104387,153.84,pos,entertainment,,Debit,Canada,-3,,0
TXN104388,abc,ONLINE,Travel,25.0,CREDIT,India,13,,0
TXN104389,13899.0,online,travel,,CREDIT,usa,9,POS,1
TXN104390,1120.96,pos,food,,CREDIT,UAE,-5,POS,0
TXN104391,1435.92,POS,Electronics,93.0,CREDIT,india,-5,web,0
TXN104392,abc,Online,entertainment,,Debit,USA,-1,,0
TXN104393,abc,online,Electronics,5.0,debit,Canada,-3,mobile,1
TXN104394,abc,online,Electronics,4.0,debit,India,9,mobile,1
TXN104395,48.1,ATM,travel,91.0,Credit,india,20,,0
TXN104396,13668.99,ONLINE,grocry,85.0,CREDIT,UAE,30,,1
TXN104397,abc,Online,food,29.0,Debit,India,2,mobile,1
TXN104398,835.19,Online,entertainment,48.0,credit,UAE,30,,0
TXN104399,,pos,entertainment,,debit,india,-4,POS,0
TXN104400,10429.28,pos,grocry,3.0,CREDIT,USA,-3,POS,1
TXN104401,abc,POS,travel,93.0,Credit,Canada,-2,,0
TXN104402,abc,Online,Travel,,Credit,USA,1,mobile,1
TXN104403,6116.52,POS,food,2.0,Debit,Canada,-3,mobile,1
TXN104404,521.69,ATM,entertainment,86.0,Credit,canada,-4,web,0
TXN104405,620.79,ONLINE,grocry,23.0,credit,UK,26,mobile,0
TXN104406,,ONLINE,Travel,7.0,CREDIT,UK,15,mobile,1
TXN104407,667.51,online,Travel,4.0,CREDIT,canada,11,,1
TXN104408,abc,pos,grocry,57.0,credit,UK,8,web,0
TXN104409,676.62,POS,food,90.0,debit,UAE,9,web,0
TXN104410,abc,Online,grocry,92.0,Credit,usa,22,POS,0
TXN104411,1474.0,Online,food,48.0,debit,india,29,,0
TXN104412,5753.47,POS,Electronics,,Debit,india,26,POS,1
TXN104413,9656.06,Online,groceries,56.0,Credit,UK,22,,1
TXN104414,,online,travel,8.0,CREDIT,india,25,POS,1
TXN104415,,ONLINE,grocry,33.0,credit,Canada,4,,1
TXN104416,abc,pos,grocry,,debit,USA,16,web,0
TXN104417,359.57,Online,Travel,87.0,CREDIT,india,11,mobile,0
TXN104418,707.12,online,grocry,87.0,debit,USA,24,mobile,0
TXN104419,7773.99,POS,Travel,90.0,CREDIT,usa,30,web,1
TXN104420,abc,pos,entertainment,43.0,CREDIT,usa,-2,POS,0
TXN104421,,Online,food,3.0,debit,USA,3,POS,1
TXN104422,14111.75,Online,electronics,5.0,credit,canada,-3,POS,1
TXN104423,1189.88,pos,groceries,68.0,credit,Canada,28,mobile,0
TXN104424,11053.92,online,entertainment,66.0,Debit,USA,27,,1
TXN104425,1191.43,Online,grocry,24.0,Debit,UAE,-5,POS,0
TXN104426,1042.66,POS,entertainment,,debit,USA,-1,,0
TXN104427,abc,online,food,3.0,Debit,Canada,-1,,1
TXN104428,abc,ONLINE,grocry,,Debit,Canada,28,mobile,0
TXN104429,,pos,entertainment,30.0,Debit,Canada,-3,,0
TXN104430,681.95,ATM,food,54.0,Credit,India,30,POS,0
TXN104431,11863.61,pos,food,,credit,India,-1,,1
TXN104432,abc,ONLINE,grocry,87.0,credit,UK,-1,,0
TXN104433,923.17,Online,grocry,,credit,india,27,web,0
TXN104434,9224.96,Online,Travel,10.0,debit,canada,5,,1
TXN104435,8596.69,ATM,entertainment,26.0,debit,canada,26,mobile,1
TXN104436,10773.69,online,Electronics,6.0,debit,india,28,,1
TXN104437,12180.23,pos,travel,51.0,CREDIT,canada,-4,web,1
TXN104438,671.69,pos,grocry,45.0,credit,india,14,,0
TXN104439,10566.83,Online,entertainment,,debit,USA,2,POS,1
TXN104440,abc,Online,grocry,3.0,Credit,usa,-4,POS,1
TXN104441,5355.37,ATM,Travel,,credit,India,3,,1
TXN104442,12763.81,online,entertainment,5.0,credit,Canada,23,,1
TXN104443,abc,ATM,food,51.0,Debit,UAE,28,POS,0
TXN104444,9393.42,Online,Electronics,91.0,Credit,Canada,-3,,1
TXN104445,,ONLINE,electronics,93.0,credit,canada,-5,POS,0
TXN104446,43.12,online,electronics,69.0,credit,canada,1,mobile,1
TXN104447,,pos,electronics,,Debit,india,15,web,0
TXN104448,abc,online,groceries,87.0,CREDIT,India,26,POS,0
TXN104449,,pos,food,,credit,UAE,-3,web,0
TXN104450,1206.65,pos,entertainment,85.0,CREDIT,canada,-5,POS,0
TXN104451,,online,grocry,,Credit,india,30,mobile,0
TXN104452,385.1,ONLINE,groceries,9.0,debit,canada,25,mobile,1
TXN104453,6916.58,pos,travel,8.0,CREDIT,UK,-2,POS,1
TXN104454,10688.91,Online,Travel,,CREDIT,USA,30,,1
TXN104455,543.27,ONLINE,Electronics,,CREDIT,canada,-4,mobile,0
TXN104456,1221.69,Online,groceries,88.0,debit,Canada,28,,0
TXN104457,abc,POS,entertainment,,debit,UAE,-2,,0
TXN104458,1073.06,POS,travel,1.0,CREDIT,UK,27,POS,1
TXN104459,6996.02,ATM,travel,5.0,credit,india,12,POS,1
TXN104460,860.43,online,Travel,9.0,debit,Canada,27,mobile,1
TXN104461,11661.08,POS,food,,Debit,USA,27,web,1
TXN104462,1149.58,POS,Travel,20.0,Credit,Canada,8,,0
TXN104463,abc,Online,electronics,95.0,Debit,Canada,0,web,1
TXN104464,1189.16,ONLINE,Travel,90.0,Debit,UK,28,,0
TXN104465,abc,Online,food,69.0,credit,UAE,25,mobile,0
TXN104466,abc,Online,Electronics,89.0,Debit,usa,15,,0
TXN104467,510.21,online,grocry,,Credit,canada,3,,1
TXN104468,6221.15,pos,travel,88.0,CREDIT,canada,14,mobile,1
TXN104469,231.97,ATM,electronics,,debit,canada,4,,1
TXN104470,5782.69,pos,travel,,credit,usa,9,web,1
TXN104471,abc,pos,travel,8.0,Debit,India,-5,POS,1
TXN104472,14214.23,ONLINE,Electronics,91.0,credit,UAE,11,mobile,1
TXN104473,abc,pos,electronics,6.0,Debit,canada,17,web,1
TXN104474,,pos,groceries,,Credit,USA,-1,web,0
TXN104475,abc,POS,Electronics,,Credit,usa,-1,web,0
TXN104476,8965.27,pos,entertainment,39.0,credit,usa,5,POS,1
TXN104477,12985.68,pos,Electronics,,Credit,UK,-1,,1
TXN104478,,online,travel,,CREDIT,india,-2,POS,0
TXN104479,abc,POS,electronics,87.0,CREDIT,UK,7,,0
TXN104480,8122.72,pos,Electronics,60.0,debit,UK,28,web,1
TXN104481,6096.5,pos,travel,,CREDIT,Canada,27,mobile,1
TXN104482,,pos,food,,Debit,india,30,web,0
TXN104483,abc,ONLINE,electronics,86.0,Debit,usa,28,,0
TXN104484,13285.53,POS,travel,8.0,Debit,usa,-1,POS,1
TXN104485,abc,POS,groceries,53.0,Debit,canada,3,POS,1
TXN104486,abc,ATM,travel,76.0,Debit,USA,26,mobile,0
TXN104487,abc,online,electronics,89.0,debit,Canada,-4,mobile,0
TXN104488,,online,travel,1.0,debit,usa,20,,1
TXN104489,6852.1,online,Electronics,80.0,Credit,UAE,24,,1
TXN104490,abc,Online,travel,,Credit,India,24,,0
TXN104491,abc,ONLINE,electronics,3.0,Debit,UAE,-5,,1
TXN104492,abc,ONLINE,travel,85.0,CREDIT,UAE,5,,0
TXN104493,,POS,Electronics,6.0,debit,USA,20,web,1
TXN104494,313.12,POS,grocry,,debit,India,26,mobile,0
TXN104495,592.51,ONLINE,food,,Credit,UAE,9,mobile,0
TXN104496,,ATM,groceries,,credit,UAE,10,POS,0
TXN104497,,ONLINE,Travel,,debit,usa,-4,,0
TXN104498,abc,online,groceries,6.0,Debit,UAE,0,,1
TXN104499,,ONLINE,Travel,,credit,canada,24,,0
TXN104500,5717.91,ATM,Travel,32.0,credit,Canada,-3,mobile,1
TXN104501,14476.18,online,grocry,41.0,Credit,USA,-4,web,1
TXN104502,abc,ATM,grocry,3.0,CREDIT,Canada,-1,mobile,1
TXN104503,1032.55,ATM,Electronics,,credit,USA,12,POS,0
TXN104504,,ONLINE,groceries,2.0,Credit,india,-5,POS,1
TXN104505,abc,Online,Electronics,,Credit,UK,-2,POS,0
TXN104506,238.67,online,Electronics,86.0,Debit,usa,29,,0
TXN104507,abc,pos,Electronics,3.0,Debit,India,27,,1
TXN104508,,pos,travel,93.0,debit,USA,24,POS,0
TXN104509,,ONLINE,grocry,94.0,CREDIT,india,-4,,0
TXN104510,abc,ONLINE,groceries,65.0,debit,UAE,-3,POS,0
TXN104511,5316.18,pos,food,2.0,debit,canada,24,mobile,1
TXN104512,1178.71,ATM,Electronics,48.0,credit,USA,24,POS,0
TXN104513,abc,ONLINE,Electronics,,debit,UK,28,POS,0
TXN104514,118.41,pos,travel,91.0,Debit,UK,-2,mobile,0
TXN104515,453.56,online,groceries,,debit,india,23,,0
TXN104516,6655.63,pos,Travel,7.0,credit,india,-4,,1
TXN104517,,Online,electronics,47.0,Credit,UAE,15,mobile,0
TXN104518,abc,ATM,Electronics,95.0,Debit,India,-3,mobile,0
TXN104519,1043.47,ATM,travel,54.0,debit,india,13,,0
TXN104520,689.87,online,electronics,,credit,Canada,-1,,0
TXN104521,,online,travel,,debit,canada,27,web,0
TXN104522,abc,pos,food,42.0,Credit,UAE,6,web,0
TXN104523,827.01,Online,grocry,,debit,UK,15,,0
TXN104524,abc,Online,food,95.0,CREDIT,canada,28,,0
TXN104525,10063.64,Online,grocry,2.0,Credit,USA,8,,1
